flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,arrival_country,duration_hours,passenger_count,flight_status,distance_traveled_km,meal_service,in-flight_entertainment,wifi_available,airport_name,airport_city,airport_region,airport_country,arrival_time,airline_code,departure_date,arrival_date
AM8310,Aeroméxico,Benito Juárez International,Budapest,Hungary,2:30 PM,O'Hare International,Lolotique,El Salvador,9,322,delayed,738,gluten-free,false,false,Sungai Tiang Airport,Taman Negara,MY-06,MY,8:08 AM,AM,2/18/2026,2/18/2026
KE8393,Korean Air,Incheon International,Saint-Maixent-l'École,France,11:24 AM,Hong Kong International,Villach,Austria,6,311,on-time,6826,gluten-free,true,true,Pullman Moscow Regional Airport,Pullman/Moscow,US-WA,US,2:33 PM,KE,3/29/2026,3/29/2026
LA5763,LATAM Airlines,São Paulo/Guarulhos International,Atimonan,Philippines,3:34 PM,Ministro Pistarini International,Przemęt,Poland,1,128,cancelled,1080,gluten-free,false,false,Kato Airport,Kato,GY-PT,GY,9:35 PM,LA,6/3/2026,6/3/2026
AI2273,Air India,Indira Gandhi International,Apalit,Philippines,1:40 AM,Chhatrapati Shivaji International,Siraway,Philippines,8,223,cancelled,6908,regular,true,false,Niue International Airport,Alofi,NU-U-A,NU,8:47 PM,AI,4/23/2026,4/23/2026
DL2865,Delta Air Lines,John F. Kennedy International,Pau,France,6:21 PM,Hartsfield-Jackson Atlanta,Portariá,Greece,2,470,cancelled,4870,gluten-free,false,false,Maramag Airport,Maramag,PH-BUK,PH,2:43 AM,DL,10/1/2026,10/1/2026
IB6399,Iberia,Adolfo Suárez Madrid–Barajas,Tumen,China,3:19 AM,Benito Juárez International,Cacequi,Brazil,6,357,on-time,1893,regular,false,true,Hamadan Airport,Hamadan,IR-24,IR,9:56 AM,IB,6/14/2026,6/14/2026
CX5129,Cathay Pacific,Hong Kong International,Yongfu,China,3:45 AM,Dubai International,Mingoyo,Tanzania,1,344,cancelled,5983,gluten-free,true,true,Crane County Airport,Crane,US-TX,US,7:37 PM,CX,2/5/2026,2/5/2026
QR6570,Qatar Airways,Hamad International,Tongbang,Indonesia,12:35 PM,Kuala Lumpur International,Pedregulho,Brazil,2,47,delayed,101,regular,true,true,Kashechewan Airport,Kashechewan,CA-ON,CA,6:56 AM,QR,12/27/2026,12/27/2026
AM3006,Aeroméxico,Benito Juárez International,Bombon,Philippines,4:05 AM,Jorge Chávez International,Renhe,China,4,374,cancelled,613,gluten-free,true,true,Hamilton Field,San Rafael,US-CA,US,11:58 PM,AM,11/27/2026,11/27/2026
SK7047,SAS Scandinavian,Copenhagen Airport,Thị Trấn Na Sầm,Vietnam,6:36 AM,Charles de Gaulle,Beijós,Portugal,1,322,delayed,2978,regular,false,true,Saarbrücken Airport,Saarbrücken,DE-SL,DE,8:51 AM,SK,9/29/2026,9/29/2026
NZ7909,Air New Zealand,Auckland Airport,Orzech,Poland,4:27 PM,Sydney Airport,Frederiksberg,Denmark,8,151,delayed,5307,vegan,true,true,Yeniseysk Airport,Yeniseysk,RU-KYA,RU,5:42 AM,NZ,9/24/2026,9/24/2026
DL9019,Delta Air Lines,John F. Kennedy International,Xilin Hot,China,11:58 AM,Hartsfield-Jackson Atlanta,Zhangdu,China,6,179,delayed,507,vegetarian,false,true,Kalaleh Airport,Kalaleh,IR-27,IR,11:14 AM,DL,3/17/2026,3/17/2026
AI2869,Air India,Indira Gandhi International,Siruma,Philippines,4:03 PM,Suvarnabhumi,Xiangshi,China,5,497,on-time,9003,vegan,true,true,Malakal Airport,Malakal,SS-23,SS,12:39 PM,AI,11/15/2026,11/15/2026
SK5012,SAS Scandinavian,Copenhagen Airport,Palykavichy Pyershyya,Belarus,5:52 PM,Charles de Gaulle,Protaras,Cyprus,5,190,delayed,5324,vegan,false,true,El Obeid Airport,Al-Ubayyid,SD-09,SD,9:36 AM,SK,11/1/2026,11/1/2026
SA1576,South African Airways,O.R. Tambo International,Magdalena,Philippines,10:17 AM,Leonardo da Vinci International,Punākha,Bhutan,10,290,cancelled,9361,regular,false,false,Turlatovo Airport,Ryazan,RU-RYA,RU,10:04 AM,SA,5/5/2026,5/5/2026
WN9522,Southwest Airlines,Los Angeles International,Xin’an,China,8:34 PM,San Francisco International,Hägersten,Sweden,11,289,delayed,6817,vegetarian,true,false,Tarabo Airport,Tarabo,PG-EHG,PG,12:18 AM,WN,7/24/2026,7/24/2026
NH5711,All Nippon Airways,Haneda,Itupiranga,Brazil,3:07 AM,Incheon International,Magway,Myanmar,6,253,cancelled,6333,gluten-free,true,false,Dauphin Barker Airport,Dauphin,CA-MB,CA,5:59 PM,NH,7/23/2026,7/23/2026
QR8903,Qatar Airways,Hamad International,Khelyulya,Russia,10:56 PM,Bole International,Fenyan,China,7,258,on-time,903,regular,false,false,Hervey Bay Airport,Hervey Bay,AU-QLD,AU,10:49 PM,QR,11/28/2026,11/28/2026
WN3720,Southwest Airlines,Los Angeles International,Jianrao,China,1:33 PM,San Francisco International,Kankara,Nigeria,4,407,cancelled,1067,vegetarian,false,true,Chos Malal Airport,Chos Malal,AR-Q,AR,10:23 AM,WN,3/9/2026,3/9/2026
TG4562,Thai Airways,Suvarnabhumi,Fresno,United States,5:25 PM,Changi,Ciénaga de Oro,Colombia,9,292,delayed,9737,gluten-free,false,false,Ardmore Airport,Manurewa,NZ-AUK,NZ,12:03 PM,TG,12/27/2026,12/27/2026
NH9522,All Nippon Airways,Haneda,Banjar Swastika,Indonesia,10:44 AM,Hong Kong International,Barra,Brazil,1,410,delayed,5030,vegan,true,true,Fort Simpson Airport,Fort Simpson,CA-NT,CA,3:27 PM,NH,6/7/2026,6/7/2026
AM7051,Aeroméxico,Benito Juárez International,Santa Rosa,Mexico,11:19 PM,O'Hare International,Magugu,Tanzania,6,346,delayed,2606,vegetarian,true,false,Syracuse Hancock International Airport,Syracuse,US-NY,US,9:20 AM,AM,12/13/2026,12/13/2026
TG8325,Thai Airways,Suvarnabhumi,Чегране,Macedonia,5:11 AM,Changi,Patrocinio,Philippines,5,171,on-time,5810,regular,true,false,Ioannina Airport,Ioannina,GR-33,GR,3:46 PM,TG,6/30/2026,6/30/2026
AA2173,American Airlines,John F. Kennedy International,Camarate,Portugal,3:53 AM,Hartsfield-Jackson Atlanta,Causwagan,Philippines,5,128,on-time,3061,regular,false,false,Belluno Airport,Belluno (BL),IT-34,IT,10:05 PM,AA,4/8/2026,4/8/2026
AM2494,Aeroméxico,Benito Juárez International,Colcabamba,Peru,8:49 AM,Frankfurt Airport,Bīleh Savār,Iran,7,128,delayed,3257,vegetarian,true,false,Strathmore Airport,,AU-QLD,AU,9:50 PM,AM,7/3/2026,7/3/2026
CX3985,Cathay Pacific,Hong Kong International,Ängelholm,Sweden,12:13 PM,Frankfurt Airport,Jinhe,China,3,493,cancelled,9421,regular,false,true,Latrobe Airport,Latrobe,AU-TAS,AU,10:13 PM,CX,9/26/2026,9/26/2026
ET8204,Ethiopian Airlines,Bole International,Järfälla,Sweden,6:39 AM,Hamad International,Guradog,Indonesia,9,236,delayed,434,vegan,true,false,Eastern Oregon Regional At Pendleton Airport,Pendleton,US-OR,US,12:59 PM,ET,11/18/2026,11/18/2026
KE4306,Korean Air,Incheon International,Sanjing,China,6:54 AM,Haneda,Kuala Pilah,Malaysia,5,490,on-time,6697,vegan,true,false,Moosonee Airport,Moosonee,CA-ON,CA,2:48 PM,KE,5/24/2026,5/24/2026
SQ7311,Singapore Airlines,Changi,Tanggung,Indonesia,5:54 AM,Beijing Capital International,Yangjiao,China,2,20,delayed,9306,gluten-free,false,false,Santa Maria Airport,Santa María,PE-LIM,PE,2:03 AM,SQ,7/8/2026,7/8/2026
EK2822,Emirates,Dubai International,Văn Điển,Vietnam,8:00 AM,Hamad International,Gudurica,Serbia,1,30,on-time,3054,regular,true,true,Ernabella Airport,,AU-SA,AU,8:04 AM,EK,7/30/2026,7/30/2026
KL5248,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Nikki,Benin,5:47 PM,Toronto Pearson,Guoduwan,China,10,156,delayed,8624,gluten-free,false,false,Tata Airport,Labé,GN-L,GN,2:49 AM,KL,1/21/2026,1/21/2026
SQ3804,Singapore Airlines,Changi,Santa Catalina,Philippines,3:10 AM,Beijing Capital International,Shuangfeng,China,1,268,on-time,3636,vegetarian,true,true,Playa De Oro International Airport,Manzanillo,MX-COL,MX,5:26 AM,SQ,4/15/2026,4/15/2026
WN9069,Southwest Airlines,Los Angeles International,Jacksonville,United States,10:24 AM,San Francisco International,Belém,Brazil,5,139,on-time,2545,regular,true,false,U-Tapao International Airport,Rayong,TH-21,TH,1:30 AM,WN,10/23/2026,10/23/2026
AF4644,Air France,Charles de Gaulle,Cennan,China,5:37 AM,Stockholm Arlanda,Jurovski Dol,Slovenia,11,166,cancelled,5407,gluten-free,true,false,Beletwene Airport,Beledweyne,SO-HI,SO,10:56 PM,AF,9/6/2026,9/6/2026
AV8059,Avianca,El Dorado International,Kajuru,Nigeria,12:31 AM,O'Hare International,Werangere,Indonesia,11,398,on-time,6916,vegetarian,false,false,Zunyi Maotai Airport,Zunyi,CN-52,CN,6:14 PM,AV,10/2/2026,10/2/2026
CX9310,Cathay Pacific,Hong Kong International,Toupopu,Indonesia,8:51 AM,Changi,Xindong,China,11,101,delayed,5058,regular,false,true,Arapahoe Municipal Airport,Arapahoe,US-NE,US,12:38 PM,CX,3/1/2026,3/1/2026
QF4484,Qantas,Sydney Airport,Gala,China,3:13 AM,Melbourne Airport,Sułoszowa,Poland,11,331,on-time,508,vegan,false,false,Pemba Airport,Chake,TZ-25,TZ,9:17 AM,QF,1/27/2026,1/27/2026
LH4905,Lufthansa,Frankfurt Airport,Si Narong,Thailand,10:40 AM,Munich Airport,Gubengairlangga,Indonesia,6,49,cancelled,6288,vegetarian,true,false,Los Roques Airport,Gran Roque Island,VE-W,VE,10:59 AM,LH,9/10/2026,9/10/2026
AM6955,Aeroméxico,Benito Juárez International,Shambu,Ethiopia,7:22 AM,John F. Kennedy International,Xinkaikou,China,9,397,delayed,320,vegan,true,false,Webequie Airport,Webequie,CA-ON,CA,4:29 PM,AM,11/5/2026,11/5/2026
AM8507,Aeroméxico,Benito Juárez International,Gemena,Democratic Republic of the Congo,9:09 PM,O'Hare International,Canmang,China,2,52,cancelled,8851,vegetarian,false,true,Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),SV-PA,SV,10:56 AM,AM,11/24/2026,11/24/2026
QR3296,Qatar Airways,Hamad International,Ambato,Ecuador,5:41 AM,Jomo Kenyatta International,Youxikou,China,3,164,on-time,2604,gluten-free,false,true,Sheep Mountain Airport,Sheep Mountain,US-AK,US,9:42 PM,QR,9/22/2026,9/22/2026
DL9341,Delta Air Lines,John F. Kennedy International,Jalqamūs,Palestinian Territory,8:02 PM,Hartsfield-Jackson Atlanta,Vukovar,Croatia,8,287,cancelled,7005,regular,false,false,Malanje Airport,Malanje,AO-MAL,AO,11:56 AM,DL,8/2/2026,8/2/2026
TG3895,Thai Airways,Suvarnabhumi,Stavropol’,Russia,11:16 PM,Beijing Capital International,Tierra Blanca,Mexico,9,376,on-time,594,gluten-free,false,true,Chatham Kent Airport,Chatham-Kent,CA-ON,CA,2:53 AM,TG,2/12/2026,2/12/2026
AZ4341,Alitalia,Leonardo da Vinci International,Dushk,Albania,5:54 PM,Frankfurt Airport,Andrijevica,Montenegro,1,276,on-time,8304,regular,false,false,Ernabella Airport,,AU-SA,AU,1:22 AM,AZ,8/10/2026,8/10/2026
BA8910,British Airways,Heathrow,Tubo,Philippines,11:49 AM,John F. Kennedy International,Houston,United States,4,284,delayed,7788,vegan,false,false,Seymour Johnson Air Force Base,Goldsboro,US-NC,US,3:25 PM,BA,3/12/2026,3/12/2026
CX7861,Cathay Pacific,Hong Kong International,Yidao,China,8:04 AM,Changi,Dulangan,Philippines,5,70,cancelled,3707,regular,false,true,Antoine de Saint Exupéry Airport,San Antonio Oeste,AR-R,AR,8:02 PM,CX,8/2/2026,8/2/2026
BA9490,British Airways,Heathrow,Yantian,China,12:21 AM,Charles de Gaulle,Isfahan,Iran,3,87,cancelled,3198,regular,true,false,Bade Airport,Bade,ID-PA,ID,7:06 PM,BA,6/22/2026,6/22/2026
AF8178,Air France,Charles de Gaulle,Pont Cassé,Dominica,2:46 AM,Frankfurt Airport,Pār Naogaon,Bangladesh,8,195,delayed,9203,vegan,false,false,Pikangikum Airport,Pikangikum,CA-ON,CA,7:08 AM,AF,5/27/2026,5/27/2026
CX9238,Cathay Pacific,Hong Kong International,Kagay,Philippines,9:09 PM,Logan International,Jinotepe,Nicaragua,4,257,delayed,6229,vegetarian,true,true,San José De Chiquitos Airport,San José de Chiquitos,BO-S,BO,1:27 PM,CX,12/29/2026,12/29/2026
EK7150,Emirates,Dubai International,Tsévié,Togo,3:12 AM,Chhatrapati Shivaji International,Utama Wetan,Indonesia,2,123,on-time,6572,vegan,false,false,Eldoret International Airport,Eldoret,KE-700,KE,10:02 AM,EK,1/13/2027,1/13/2027
QR7262,Qatar Airways,Hamad International,Zhangjiapan,China,10:20 PM,Amsterdam Airport Schiphol,Pámfylla,Greece,1,386,on-time,3254,regular,true,false,Eagle Air Park,Brazoria,US-TX,US,1:45 AM,QR,7/24/2026,7/24/2026
NH5949,All Nippon Airways,Haneda,Rączna,Poland,6:45 AM,Frankfurt Airport,Sal’sk,Russia,10,439,cancelled,7157,gluten-free,false,false,Jiri Airport,Jiri,NP-JA,NP,6:27 AM,NH,9/13/2026,9/13/2026
LA3470,LATAM Airlines,São Paulo/Guarulhos International,Sypniewo,Poland,10:59 PM,Ministro Pistarini International,Şānūr,Palestinian Territory,2,220,cancelled,1497,vegan,true,true,Klaipėda Airport,Klaipėda,LT-KL,LT,12:22 AM,LA,4/13/2026,4/13/2026
AC1668,Air Canada,Toronto Pearson,Ropa,Poland,9:46 AM,John F. Kennedy International,San José de Río Tinto,Honduras,9,478,delayed,8597,gluten-free,true,true,Ua Pou Airport,Ua Pou,PF-U-A,PF,12:28 AM,AC,3/5/2026,3/5/2026
KE7908,Korean Air,Incheon International,Dadong’ao,China,9:29 PM,Haneda,Cijapar,Indonesia,5,370,on-time,8100,vegan,true,false,Melbourne Essendon Airport,,AU-VIC,AU,8:44 PM,KE,8/30/2026,8/30/2026
NZ1999,Air New Zealand,Auckland Airport,Caibarién,Cuba,12:41 PM,Sydney Airport,Devin,Bulgaria,5,448,delayed,8199,vegetarian,true,true,Catalão Airport,Catalão,BR-GO,BR,1:38 AM,NZ,8/31/2026,8/31/2026
AZ6413,Alitalia,Leonardo da Vinci International,Presidente Dutra,Brazil,9:57 PM,Charles de Gaulle,Kanshan,China,4,380,delayed,9655,gluten-free,true,false,Huesca/Pirineos Airport,Monflorite/Alcalá del Obispo,ES-AR,ES,1:12 PM,AZ,12/6/2026,12/6/2026
AM3012,Aeroméxico,Benito Juárez International,Elías,Colombia,7:04 PM,O'Hare International,Shenkou,China,2,31,on-time,6075,regular,false,false,Sangir Airport,Sangir-Simbawa Island,ID-NB,ID,9:53 PM,AM,4/2/2026,4/2/2026
BA2815,British Airways,Heathrow,Minh Lương,Vietnam,3:48 AM,Munich Airport,Khok Charoen,Thailand,8,133,cancelled,882,gluten-free,true,true,Mammoth Yosemite Airport,Mammoth Lakes,US-CA,US,9:05 PM,BA,6/20/2026,6/20/2026
AZ8697,Alitalia,Leonardo da Vinci International,Glencoe,South Africa,12:08 PM,Haneda,Beishan,China,11,53,cancelled,1130,regular,false,true,Presidente Itamar Franco Airport,Juiz de Fora,BR-MG,BR,8:28 PM,AZ,10/30/2026,10/30/2026
IB8118,Iberia,Adolfo Suárez Madrid–Barajas,Shenzhong,China,8:33 AM,Charles de Gaulle,Gif-sur-Yvette,France,7,319,delayed,7027,regular,false,true,Lhok Sukon Airport,Lhok Sukon-Sumatra Island,ID-AC,ID,6:33 PM,IB,3/13/2026,3/13/2026
AZ7219,Alitalia,Leonardo da Vinci International,Fengkou,China,7:19 PM,Charles de Gaulle,Santo Amaro,Brazil,2,51,delayed,5229,gluten-free,false,true,Ouanda Djallé Airport,Ouanda Djallé,CF-VR,CF,3:55 AM,AZ,11/28/2026,11/28/2026
AC5211,Air Canada,Toronto Pearson,Novo Hamburgo,Brazil,4:11 PM,Dallas/Fort Worth International,Miaoya,China,5,109,delayed,2316,vegetarian,true,false,Gove Airport,Nhulunbuy,AU-NT,AU,11:10 AM,AC,9/20/2026,9/20/2026
CX5558,Cathay Pacific,Hong Kong International,Saga,China,7:57 AM,Indira Gandhi International,San Carlos de Bolívar,Argentina,1,108,on-time,7175,regular,true,true,Moba Airport,Moba,CD-KA,CD,9:36 AM,CX,2/3/2026,2/3/2026
KL8992,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Cikuya,Indonesia,10:54 PM,Charles de Gaulle,Pisangkemeng,Indonesia,3,407,delayed,5882,vegan,true,false,Glasgow International Airport,Glasgow,GB-SCT,GB,5:18 AM,KL,4/24/2026,4/24/2026
UA8158,United Airlines,Los Angeles International,Savyon,Israel,9:21 AM,O'Hare International,Kičevo,Macedonia,9,304,cancelled,5124,vegetarian,true,true,Grenchen Airport,Grenchen,CH-SO,CH,12:56 PM,UA,10/21/2026,10/21/2026
NH8525,All Nippon Airways,Haneda,Sīlat al Ḩārithīyah,Palestinian Territory,7:25 AM,Melbourne Airport,Yerevan,Armenia,9,491,delayed,4190,vegetarian,false,false,Prineville Airport,Prineville,US-OR,US,4:03 PM,NH,10/2/2026,10/2/2026
KL9925,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Dalu,China,9:25 PM,Charles de Gaulle,Zharkent,Kazakhstan,7,312,delayed,4738,gluten-free,false,false,Kigali International Airport,Kigali,RW-01,RW,5:04 AM,KL,10/18/2026,10/18/2026
UA2209,United Airlines,Los Angeles International,Budziszewice,Poland,6:17 AM,San Francisco International,Madrid,Spain,2,351,on-time,9817,vegetarian,true,false,Hohenems-Dornbirn Airport,Hohenems / Dornbirn,AT-8,AT,2:43 AM,UA,3/13/2026,3/13/2026
LH3657,Lufthansa,Frankfurt Airport,Cantapoy,Philippines,9:32 AM,Charles de Gaulle,Cikulina,Indonesia,4,202,delayed,8324,gluten-free,true,true,Andi Jemma Airport,Masamba-Celebes Island,ID-SN,ID,10:59 AM,LH,8/4/2026,8/4/2026
LH7681,Lufthansa,Frankfurt Airport,Agua Buena,Panama,10:04 PM,Charles de Gaulle,La Gi,Vietnam,4,23,on-time,710,vegetarian,true,true,Brownwood Regional Airport,Brownwood,US-TX,US,2:32 PM,LH,5/26/2026,5/26/2026
DL1887,Delta Air Lines,John F. Kennedy International,Hushan,China,2:31 PM,Hartsfield-Jackson Atlanta,Dollard-Des Ormeaux,Canada,4,201,on-time,4150,gluten-free,false,false,Malpensa International Airport,Milan,IT-25,IT,9:42 PM,DL,4/8/2026,4/8/2026
LH1604,Lufthansa,Frankfurt Airport,Ballyboden,Ireland,1:56 PM,Charles de Gaulle,Lexington,United States,4,365,on-time,7882,regular,true,true,San Javier Airport,San Javier,ES-MU,ES,3:47 PM,LH,2/26/2026,2/26/2026
AM1200,Aeroméxico,Benito Juárez International,Greenville,United States,1:53 PM,São Paulo/Guarulhos International,Ozerne,Ukraine,10,119,cancelled,8761,vegan,false,true,Gorgan Airport,Gorgan,IR-27,IR,10:17 AM,AM,9/18/2026,9/18/2026
TG6006,Thai Airways,Suvarnabhumi,Bogorodsk,Russia,12:05 AM,Changi,Doetinchem,Netherlands,3,269,on-time,5584,gluten-free,true,false,Mekambo Airport,Mekambo,GA-6,GA,1:44 AM,TG,6/11/2026,6/11/2026
KE4971,Korean Air,Incheon International,Tocota,Peru,7:09 AM,Hong Kong International,Naviraí,Brazil,6,353,on-time,8171,regular,false,false,Jasper County Airport,Rensselaer,US-IN,US,2:06 AM,KE,6/3/2026,6/3/2026
LH1888,Lufthansa,Frankfurt Airport,Issy-les-Moulineaux,France,9:36 PM,Charles de Gaulle,Lāmerd,Iran,5,173,delayed,6131,gluten-free,true,false,Oakdale Airport,Oakdale,US-CA,US,6:15 PM,LH,12/2/2026,12/2/2026
AM8781,Aeroméxico,Benito Juárez International,Changfa,China,2:14 AM,O'Hare International,Odiongan,Philippines,6,173,cancelled,5108,regular,true,false,Musgrave Airport,Musgrave,AU-QLD,AU,4:30 PM,AM,1/28/2026,1/28/2026
AM6269,Aeroméxico,Benito Juárez International,Bogojevo,Serbia,3:29 PM,Jorge Chávez International,Calumpang,Philippines,11,28,on-time,5555,regular,false,false,Mélio Viana Airport,Três Corações,BR-MG,BR,8:28 PM,AM,1/1/2027,1/1/2027
CX4795,Cathay Pacific,Hong Kong International,Osieczna,Poland,1:33 AM,Changi,Neuville,Canada,11,458,on-time,1603,vegetarian,true,true,Gulkana Airport,Gulkana,US-AK,US,8:12 PM,CX,6/23/2026,6/23/2026
KL3616,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Smiths Falls,Canada,5:53 AM,Charles de Gaulle,Jargalant,Mongolia,11,125,on-time,1194,regular,true,true,Ajaccio-Napoléon Bonaparte Airport,Ajaccio/Napoléon Bonaparte,FR-H,FR,2:52 AM,KL,10/12/2026,10/12/2026
IB4045,Iberia,Adolfo Suárez Madrid–Barajas,Lipu,China,7:16 AM,Beijing Capital International,Mpumalanga,South Africa,10,318,on-time,5081,gluten-free,true,true,Duluth International Airport,Duluth,US-MN,US,5:13 AM,IB,9/11/2026,9/11/2026
AI3538,Air India,Indira Gandhi International,Requião,Portugal,8:02 AM,Chhatrapati Shivaji International,Pukou,China,10,418,cancelled,5675,vegan,false,false,Valenciennes-Denain Airport,Valenciennes/Denain,FR-O,FR,9:07 PM,AI,3/3/2026,3/3/2026
ET8525,Ethiopian Airlines,Bole International,Sancha,China,4:18 PM,Jomo Kenyatta International,Verona,Italy,2,311,delayed,8229,regular,true,true,Hikueru Atoll Airport,Hikueru Atoll,PF-U-A,PF,10:46 PM,ET,5/6/2026,5/6/2026
AC5567,Air Canada,Toronto Pearson,Yershov,Russia,5:47 PM,John F. Kennedy International,Madrid,Spain,11,131,delayed,2541,gluten-free,false,false,Tupile Airport,Isla Tupile,PA-KY,PA,4:53 PM,AC,2/23/2026,2/23/2026
NZ5050,Air New Zealand,Auckland Airport,‘Awaj,Syria,9:28 AM,Haneda,Dingtao,China,8,61,cancelled,2718,gluten-free,false,false,Desroches Airport,Desroches Island,SC-15,SC,10:10 AM,NZ,8/13/2026,8/13/2026
WN5349,Southwest Airlines,Los Angeles International,Klaeng,Thailand,6:23 PM,San Francisco International,Sawankhalok,Thailand,4,81,cancelled,9942,vegetarian,true,true,Dubuque Regional Airport,Dubuque,US-IA,US,12:14 AM,WN,10/9/2026,10/9/2026
QR4568,Qatar Airways,Hamad International,Perbaungan,Indonesia,8:43 PM,Jomo Kenyatta International,Lidingö,Sweden,9,376,on-time,3618,gluten-free,false,true,Alferez Armando Rodriguez Airport,Las Lomitas,AR-P,AR,6:58 PM,QR,7/29/2026,7/29/2026
DL2477,Delta Air Lines,John F. Kennedy International,Ban Selaphum,Thailand,2:32 AM,Hartsfield-Jackson Atlanta,Hägersten,Sweden,3,166,cancelled,1404,regular,true,false,Funafuti International Airport,Funafuti,TV-FUN,TV,11:52 AM,DL,2/4/2026,2/4/2026
ET5032,Ethiopian Airlines,Bole International,Blackfalds,Canada,8:47 AM,Hamad International,Promyshlennaya,Russia,9,449,cancelled,4525,vegetarian,false,false,Silchar Airport,Silchar,IN-AS,IN,6:05 PM,ET,8/2/2026,8/2/2026
AI8851,Air India,Indira Gandhi International,Skrzydlna,Poland,1:56 AM,Chhatrapati Shivaji International,Prómachoi,Greece,2,388,delayed,7865,regular,false,true,Ta’if Regional Airport,Ta’if,SA-02,SA,10:20 PM,AI,11/7/2026,11/7/2026
KL6936,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Ad Dīs ash Sharqīyah,Yemen,9:10 AM,Copenhagen Airport,Acao,Philippines,2,329,delayed,3017,gluten-free,false,true,Santa Vitória do Palmar Airport,Santa Vitória Do Palmar,BR-RS,BR,10:33 PM,KL,8/2/2026,8/2/2026
IB5792,Iberia,Adolfo Suárez Madrid–Barajas,Portela,Portugal,7:40 AM,Charles de Gaulle,Huanren,China,1,409,on-time,5203,vegan,true,true,Semporna Airport,Semporna,MY-12,MY,4:46 AM,IB,7/22/2026,7/22/2026
IB4766,Iberia,Adolfo Suárez Madrid–Barajas,Renfrew,Canada,1:07 AM,Charles de Gaulle,Kotabaru Hilir,Indonesia,3,290,delayed,9623,vegetarian,false,false,Qazvin Airport,Qazvin,IR-28,IR,5:19 PM,IB,12/10/2026,12/10/2026
UA4772,United Airlines,Los Angeles International,Yangxi,China,5:27 AM,Denver International,Pégeia,Cyprus,8,10,on-time,8682,vegetarian,false,true,Siena-Ampugnano Airport,Siena,IT-52,IT,2:52 AM,UA,4/13/2026,4/13/2026
WN1985,Southwest Airlines,Los Angeles International,Growong Lor,Indonesia,1:56 AM,San Francisco International,Santa Lucia,Philippines,3,14,cancelled,6356,vegan,true,false,Gurayat Domestic Airport,Gurayat,SA-08,SA,11:55 AM,WN,10/4/2026,10/4/2026
SQ1154,Singapore Airlines,Changi,Sumberrejo,Indonesia,3:23 PM,Beijing Capital International,Bordeaux,France,8,379,delayed,6436,vegetarian,false,true,Ekwok Airport,Ekwok,US-AK,US,4:02 PM,SQ,6/26/2026,6/26/2026
DL1765,Delta Air Lines,John F. Kennedy International,Tahoua,Niger,4:36 AM,Hartsfield-Jackson Atlanta,Desa Werasari,Indonesia,7,381,cancelled,7650,gluten-free,true,false,Senador Petrônio Portela Airport,Teresina,BR-PI,BR,6:24 PM,DL,12/10/2026,12/10/2026
NZ2165,Air New Zealand,Auckland Airport,Silongin,Philippines,5:53 AM,Sydney Airport,Basseterre,Saint Kitts and Nevis,2,427,delayed,5888,vegetarian,false,true,Long Bawan Airport,Long Bawan-Borneo Island,ID-KU,ID,11:31 PM,NZ,3/15/2026,3/15/2026
CX9277,Cathay Pacific,Hong Kong International,Bila Krynytsya,Ukraine,1:31 AM,Charles de Gaulle,Tonggu,China,5,457,cancelled,482,vegan,false,true,Seldovia Airport,Seldovia,US-AK,US,1:39 AM,CX,1/16/2026,1/16/2026
SA3265,South African Airways,O.R. Tambo International,Basqal,Azerbaijan,9:21 PM,Charles de Gaulle,Hushan,China,5,212,cancelled,3798,gluten-free,true,true,Sehonghong Airport,Sehonghong,LS-K,LS,12:26 AM,SA,5/4/2026,5/4/2026
UA3391,United Airlines,Los Angeles International,Jiangtun,China,11:09 AM,San Francisco International,Hanjiaji,China,8,377,delayed,1563,vegan,true,true,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),FR-B,FR,2:30 AM,UA,4/9/2026,4/9/2026
NH5763,All Nippon Airways,Haneda,Elías,Colombia,2:27 AM,Incheon International,Truskavets,Ukraine,2,348,on-time,7029,regular,false,true,General Servando Canales International Airport,Matamoros,MX-TAM,MX,4:21 PM,NH,7/7/2026,7/7/2026
AA2358,American Airlines,John F. Kennedy International,Ourense,Spain,12:48 AM,Vancouver International,Cube,Ecuador,8,388,cancelled,8745,gluten-free,true,false,Catalina Air-Sea Terminal Heliport,San Pedro,US-CA,US,2:34 AM,AA,11/9/2026,11/9/2026
AV1794,Avianca,El Dorado International,Sambogunung,Indonesia,12:58 PM,Leonardo da Vinci International,Zagórów,Poland,1,96,on-time,6626,vegan,false,false,General Guadalupe Victoria International Airport,Durango,MX-DUR,MX,5:42 AM,AV,6/23/2026,6/23/2026
UA5586,United Airlines,Los Angeles International,Cayara,Peru,9:41 AM,San Francisco International,El Paso,United States,11,165,delayed,8412,vegetarian,true,false,Bhuj Airport,Bhuj,IN-GJ,IN,1:36 AM,UA,1/1/2027,1/1/2027
